type,complexity,question,answer
costar,three-hop,Which movies did Anup Kumar and Rabi Ghosh act together in?,"Anup Kumar and Rabi Ghosh appeared together in 42 movie(s):
1. Abasheshe (1962)
2. Indira (1983)
3. Chirantan (1979)
4. Sesh Parba (1972)
5. Jiban Maran (1983)
6. Pratishodh (1981)
7. Antaranga (1988)
8. Basanta Bilap (1973)
9. Prantarekha (1974)
10. Raag Anurag (1975)
... and 32 more"
costar,three-hop,Which movies did Nore Norold and Lars Nilsson act together in?,"Nore Norold and Lars Nilsson appeared together in 4 movie(s):
1. Anna-Lena (1986)
2. Kalla kårar (1992)
3. Terror (1989)
4. Bekännelsen (1998)"
costar,three-hop,Which movies did Nuveksha and Komalee Prasad act together in?,"Nuveksha and Komalee Prasad appeared together in 1 movie(s):
1. Sebastian PC 524 (2022)"
costar,three-hop,Which movies did Raphaëlle Lubansu and Paloma Garcia Martens act together in?,"Raphaëlle Lubansu and Paloma Garcia Martens appeared together in 1 movie(s):
1. Insoumise (2016)"
costar,three-hop,Which movies did Klairi Deligianni and Smaroula Giouli act together in?,"Klairi Deligianni and Smaroula Giouli appeared together in 1 movie(s):
1. Temptation (1957)"
costar,three-hop,Which movies did Olga Tschechowa and Jenny Hasselqvist act together in?,"Olga Tschechowa and Jenny Hasselqvist appeared together in 1 movie(s):
1. Aftermath (1927)"
costar,three-hop,Which movies did Ryôhei Uchida and Yasuo Arakawa act together in?,"Ryôhei Uchida and Yasuo Arakawa appeared together in 1 movie(s):
1. Rika: The Mixed-Blood Girl (1972)"
costar,three-hop,Which movies did Sheryl Lee Ralph and Deitrick Haddon act together in?,"Sheryl Lee Ralph and Deitrick Haddon appeared together in 1 movie(s):
1. Blessed and Cursed (2010)"
costar,three-hop,Which movies did Joel Dik and Dan Lotz act together in?,"Joel Dik and Dan Lotz appeared together in 9 movie(s):
1. Chlorine (2020)
2. Sheep Theater (2020)
3. The Long Con (2021)
4. Waste Management (2024)
5. Winner (2024)
6. Pure Cinema II (2021)
7. Chlorine Reminiscing (2022)
8. Ramen Sucker Punch (2022)
9. The Mentor: A Chlorine Story (2023)"
costar,three-hop,Which movies did Prabhu and Seetha act together in?,"Prabhu and Seetha appeared together in 2 movie(s):
1. Guru Sishyan (1988)
2. Ponnu Pakka Poren (1989)"
costar,three-hop,Which movies did Antonis Trikaminas and Vasia Panagopoulou act together in?,"Antonis Trikaminas and Vasia Panagopoulou appeared together in 1 movie(s):
1. Otan oi rodes horevoun (1984)"
costar,three-hop,Which movies did Vidyullekha Raman and Suhasini act together in?,"Vidyullekha Raman and Suhasini appeared together in 1 movie(s):
1. Tholiprema (2018)"
costar,three-hop,Which movies did Paulo Miklos and Milhem Cortaz act together in?,"Paulo Miklos and Milhem Cortaz appeared together in 1 movie(s):
1. Bob Spit: We Do Not Like People (2021)"
costar,three-hop,Which movies did Maria Robles and John Savage act together in?,"Maria Robles and John Savage appeared together in 1 movie(s):
1. Love Is a Carousel (1971)"
costar,three-hop,Which movies did Edik Gasparyan and L. Ghazaryan act together in?,"Edik Gasparyan and L. Ghazaryan appeared together in 1 movie(s):
1. Khent hreshtak (2001)"
costar,three-hop,Which movies did Yun Qu and Lizhong Chen act together in?,"Yun Qu and Lizhong Chen appeared together in 1 movie(s):
1. Huang wa (1989)"
costar,three-hop,Which movies did Cláudio Mechi and Dilma Lóes act together in?,"Cláudio Mechi and Dilma Lóes appeared together in 1 movie(s):
1. Betão Ronca Ferro (1970)"
costar,three-hop,Which movies did Dileep and Sreenivasan act together in?,"Dileep and Sreenivasan appeared together in 5 movie(s):
1. Megham (1999)
2. Vismayam (1998)
3. Ishtam (2001)
4. Passenger (2009)
5. Love 24x7 (2015)"
costar,three-hop,Which movies did Kanhaiyalal Chaturvedi and Manju Asrani act together in?,"Kanhaiyalal Chaturvedi and Manju Asrani appeared together in 1 movie(s):
1. Jaan-E-Bahaar (1979)"
costar,three-hop,Which movies did Mikel John and Lateef Adedimeji act together in?,"Mikel John and Lateef Adedimeji appeared together in 1 movie(s):
1. Beauty and the Beast (2021)"
costar,three-hop,Which movies did Tracey Gold and Paul Rae act together in?,"Tracey Gold and Paul Rae appeared together in 1 movie(s):
1. Solar Flare (2008)"
costar,three-hop,Which movies did Velibor Topic and Romir Zalla act together in?,"Velibor Topic and Romir Zalla appeared together in 1 movie(s):
1. Cirku Fluturues (2019)"
costar,three-hop,Which movies did Walter Platz and Ben Lomu act together in?,"Walter Platz and Ben Lomu appeared together in 1 movie(s):
1. A Christmas of Wonders (2024)"
costar,three-hop,Which movies did Paolo Poli and Augusto Bonardi act together in?,"Paolo Poli and Augusto Bonardi appeared together in 1 movie(s):
1. The Deserted Piazza (1971)"
costar,three-hop,Which movies did Marguerite De La Motte and Virginia Caldwell act together in?,"Marguerite De La Motte and Virginia Caldwell appeared together in 1 movie(s):
1. The U.P. Trail (1920)"
costar,three-hop,Which movies did Joel Rinne and Yrjö Tuominen act together in?,"Joel Rinne and Yrjö Tuominen appeared together in 10 movie(s):
1. As Dream and Shadow... (1937)
2. Nummisuutarit (1938)
3. Tulitikkuja lainaamassa (1938)
4. Suotorpan tyttö (1940)
5. Suomisen perhe (1941)
6. Rovastin häämatkat (1931)
7. Aatamin puvussa ja vähän Eevankin (1931)
8. Halveksittu (1939)
9. Jos oisi valtaa... (1941)
10. Syyllisiäkö? (1938)"
costar,three-hop,Which movies did Lauren Larkin and Angeline Ball act together in?,"Lauren Larkin and Angeline Ball appeared together in 1 movie(s):
1. Deadly Cuts (2021)"
costar,three-hop,Which movies did Sang-guk Kim and Shin Yeong-gyun act together in?,"Sang-guk Kim and Shin Yeong-gyun appeared together in 1 movie(s):
1. Private Kim (1969)"
costar,three-hop,Which movies did Bolek Polívka and Milan Steindler act together in?,"Bolek Polívka and Milan Steindler appeared together in 4 movie(s):
1. Expulsion from Paradise (2001)
2. Cesta domu (2021)
3. Pánský klub (2022)
4. To the Woods (2012)"
costar,three-hop,Which movies did Michael Sinterniklaas and Thorsten Wien act together in?,"Michael Sinterniklaas and Thorsten Wien appeared together in 1 movie(s):
1. Les Flâneuses (2024)"
costar,three-hop,Which movies did Sharon Farrell and Danielle Brisebois act together in?,"Sharon Farrell and Danielle Brisebois appeared together in 1 movie(s):
1. The Premonition (1975)"
costar,three-hop,Which movies did John Mundy and Daniel Wood act together in?,"John Mundy and Daniel Wood appeared together in 1 movie(s):
1. Britain's Most Haunted Pubs (2023)"
costar,three-hop,Which movies did Bruno Bichir and Alejandra Barros act together in?,"Bruno Bichir and Alejandra Barros appeared together in 1 movie(s):
1. To Love (2009)"
costar,three-hop,Which movies did Suresh and Sai Ronak act together in?,"Suresh and Sai Ronak appeared together in 1 movie(s):
1. Rewind (2024)"
costar,three-hop,Which movies did Hiroshi Ogasawara and Yatsuko Tan'ami act together in?,"Hiroshi Ogasawara and Yatsuko Tan'ami appeared together in 1 movie(s):
1. Koi no ôen danchô (1952)"
costar,three-hop,Which movies did Desmond Daly and Peter O'Toole act together in?,"Desmond Daly and Peter O'Toole appeared together in 1 movie(s):
1. Fractional (2011)"
costar,three-hop,Which movies did Akira Kishii and Saburô Bôya act together in?,"Akira Kishii and Saburô Bôya appeared together in 7 movie(s):
1. Tokkan ekichô (1945)
2. Doting Competition (1953)
3. Seishun dekameron (1950)
4. Morishige no shinnyû shain (1955)
5. Hatamoto taikutsu otoko: Nazo no kaijin yashiki (1954)
6. Entatsu Chobihige man'yûki (1952)
7. Mukoirî gokasen (1947)"
costar,three-hop,Which movies did Marvin J. McIntyre and M. Emmet Walsh act together in?,"Marvin J. McIntyre and M. Emmet Walsh appeared together in 1 movie(s):
1. Wilder Napalm (1993)"
costar,three-hop,Which movies did Angeline-Rose Troy and Phil Bernardin act together in?,"Angeline-Rose Troy and Phil Bernardin appeared together in 1 movie(s):
1. Ever Last (2012)"
costar,three-hop,Which movies did Chun Sun and Ruofu Wu act together in?,"Chun Sun and Ruofu Wu appeared together in 1 movie(s):
1. The Big Parade (1986)"
costar,three-hop,Which movies did Pandari Bai and Y.G. Parthasarathy act together in?,"Pandari Bai and Y.G. Parthasarathy appeared together in 1 movie(s):
1. Thani Kudithanam (1977)"
costar,three-hop,Which movies did Chris Diamantopoulos and Keith Ferguson act together in?,"Chris Diamantopoulos and Keith Ferguson appeared together in 1 movie(s):
1. Justice Society: World War II (2021)"
costar,three-hop,Which movies did Baptiste Lecaplain and Cybèle Villemagne act together in?,"Baptiste Lecaplain and Cybèle Villemagne appeared together in 1 movie(s):
1. Belle enfant (2024)"
costar,three-hop,Which movies did Sam Hoare and Carole Brana act together in?,"Sam Hoare and Carole Brana appeared together in 1 movie(s):
1. The Last Boy on Earth (2023)"
costar,three-hop,Which movies did Cassin Abbas and Udjang act together in?,"Cassin Abbas and Udjang appeared together in 1 movie(s):
1. Tamu Agung (1955)"
costar,three-hop,Which movies did Yang Yueh and Hsiu-Shen Liang act together in?,"Yang Yueh and Hsiu-Shen Liang appeared together in 2 movie(s):
1. Tian ya wei gui ren (1978)
2. The Romance in the Ghost House (1975)"
costar,three-hop,Which movies did Jack Oakie and Arline Judge act together in?,"Jack Oakie and Arline Judge appeared together in 3 movie(s):
1. Looking for Trouble (1934)
2. Shoot the Works (1934)
3. King of Burlesque (1936)"
costar,three-hop,Which movies did Raza Murad and Bhavana Bhatt act together in?,"Raza Murad and Bhavana Bhatt appeared together in 12 movie(s):
1. Jatt Punjabi (1979)
2. Sardar-E-Azam (1976)
3. Chhammak Chhallo (1982)
4. Angrejjan (1982)
5. Ranjha Ikk Tey Heeran Do (1979)
6. Bismillah Ki Barkat (1983)
7. Badmashon Ka Badmaash (1979)
8. Lachhi (1977)
9. Phoolan Bai (2001)
10. Yaar Yaaran De (1982)
... and 2 more"
costar,three-hop,Which movies did Frances Nsonwu Ikoroha and Ebube Nwagbo act together in?,"Frances Nsonwu Ikoroha and Ebube Nwagbo appeared together in 2 movie(s):
1. Trials of Ma'pe' (2018)
2. Zizani (2019)"
costar,three-hop,Which movies did Mika Nuojua and Jarkko Niemi act together in?,"Mika Nuojua and Jarkko Niemi appeared together in 1 movie(s):
1. Risto (2011)"
costar,three-hop,Which movies did Shin Seong-il and Jeong-im Nam act together in?,"Shin Seong-il and Jeong-im Nam appeared together in 58 movie(s):
1. Yohwa Jang Huibin (1968)
2. Cheongchun gobaeg (1968)
3. I Will Be King for the Day (1966)
4. Yeodaesaeng sajang (1967)
5. Balam (1969)
6. Bingwoo (1967)
7. Talseon (1967)
8. Vile Days (1966)
9. Living in the Blue Sky (1968)
10. Powder Smoke (1966)
... and 48 more"
costar,three-hop,Which movies did Susan Vegas and Todd Alexander act together in?,"Susan Vegas and Todd Alexander appeared together in 1 movie(s):
1. Heart of Stone (1989)"
costar,three-hop,Which movies did Jeremy Castaldo and Joshua Miller act together in?,"Jeremy Castaldo and Joshua Miller appeared together in 1 movie(s):
1. Purgatorium (2010)"
costar,three-hop,Which movies did Buck Bucko and Aileen Manning act together in?,"Buck Bucko and Aileen Manning appeared together in 1 movie(s):
1. Range Law (1931)"
costar,three-hop,Which movies did Tera Heart and Tom Byron act together in?,"Tera Heart and Tom Byron appeared together in 6 movie(s):
1. Eyewitness Nudes (1990)
2. Wicked Fascination (1991)
3. Sudden Urge (1990)
4. Tailgate Party (1990)
5. Gettin' Wet (1991)
6. Swedish Erotica 75 (1994)"
costar,three-hop,Which movies did Ruben Rustia and Celia Rodriguez act together in?,"Ruben Rustia and Celia Rodriguez appeared together in 7 movie(s):
1. Hong Kong 999 (1965)
2. Hongkong Honeymoon (1960)
3. Bakas ng dragon (1964)
4. Lagalag (1964)
5. Mga batikan (1964)
6. Room 69 (1966)
7. Bawa't himaymay ng aking laman (1977)"
costar,three-hop,Which movies did Ravindra Mankani and Sunil Shende act together in?,"Ravindra Mankani and Sunil Shende appeared together in 1 movie(s):
1. Nivdung (1989)"
costar,three-hop,Which movies did Wencke Barfoed and Martin Brygmann act together in?,"Wencke Barfoed and Martin Brygmann appeared together in 1 movie(s):
1. Cirkus Ildebrand (1995)"
costar,three-hop,Which movies did Geert Van Rampelberg and Wim Opbrouck act together in?,"Geert Van Rampelberg and Wim Opbrouck appeared together in 2 movie(s):
1. Young Hearts (2024)
2. Café Derby (2015)"
costar,three-hop,Which movies did Nancy de Lucia and Lucia Batassa act together in?,"Nancy de Lucia and Lucia Batassa appeared together in 2 movie(s):
1. The Museum of Wonders (2010)
2. Shock: My Abstraction of Death (2013)"
costar,three-hop,Which movies did Jeeva and Pooja Ramachandran act together in?,"Jeeva and Pooja Ramachandran appeared together in 1 movie(s):
1. Swamy Ra Ra (2013)"
costar,three-hop,Which movies did Yûya Matsuura and Shô Mineo act together in?,"Yûya Matsuura and Shô Mineo appeared together in 1 movie(s):
1. Mad Cats (2023)"
costar,three-hop,Which movies did Lisa Montell and William Holmes act together in?,"Lisa Montell and William Holmes appeared together in 1 movie(s):
1. Daughter of the Sun God (1962)"
costar,three-hop,Which movies did Kazuko Yoshiyuki and Hiroshi Katsuno act together in?,"Kazuko Yoshiyuki and Hiroshi Katsuno appeared together in 1 movie(s):
1. Yorû gaku zuretâ (1978)"
costar,three-hop,Which movies did Tom Kane and Michael Leavy act together in?,"Tom Kane and Michael Leavy appeared together in 1 movie(s):
1. Halloween: Awakening (2012)"
costar,three-hop,Which movies did Sean Patrick Flanery and Michael Carr act together in?,"Sean Patrick Flanery and Michael Carr appeared together in 1 movie(s):
1. Raging Angels (1995)"
costar,three-hop,Which movies did Sam Ash and Robert Warwick act together in?,"Sam Ash and Robert Warwick appeared together in 2 movie(s):
1. Unmasked (1929)
2. Konga, the Wild Stallion (1939)"
costar,three-hop,Which movies did Steven Gladden and Marcus Farrar act together in?,"Steven Gladden and Marcus Farrar appeared together in 4 movie(s):
1. Let's Be Criminals (2019)
2. Bear Season (2018)
3. Hallows Eve (2020)
4. Fast Nights in Rocksburg (2022)"
costar,three-hop,Which movies did Sahra Asadollahi and Abbas Ghazali act together in?,"Sahra Asadollahi and Abbas Ghazali appeared together in 1 movie(s):
1. Della (2023)"
costar,three-hop,Which movies did Valeria Bruni Tedeschi and Bouli Lanners act together in?,"Valeria Bruni Tedeschi and Bouli Lanners appeared together in 1 movie(s):
1. Love Song for Tough Guys (2021)"
costar,three-hop,Which movies did Suja Karthika and Jishnu Raghavan act together in?,"Suja Karthika and Jishnu Raghavan appeared together in 3 movie(s):
1. Nerariyan CBI (2005)
2. Pauran (2005)
3. Parayam (2004)"
costar,three-hop,Which movies did Chioma Chukwuka Akpotha and Kalu Ikeagwu act together in?,"Chioma Chukwuka Akpotha and Kalu Ikeagwu appeared together in 6 movie(s):
1. Wives on Strike (2016)
2. Another Time (2017)
3. The Hustle Is Real (2018)
4. Musical Whispers (2014)
5. Accident (2013)
6. Wives on Strike: The Uprising (2024)"
costar,three-hop,Which movies did Renato Speziali and Mara Berni act together in?,"Renato Speziali and Mara Berni appeared together in 4 movie(s):
1. Gli scontenti (1961)
2. The Hours of Love (1963)
3. Sword Without a Country (1961)
4. Letto di sabbia (1962)"
costar,three-hop,Which movies did Said Ait Bajja and Fatima Regragui act together in?,"Said Ait Bajja and Fatima Regragui appeared together in 1 movie(s):
1. Les cinq saisons (2011)"
costar,three-hop,Which movies did Mandy Brown and Mandy Brown act together in?,"Mandy Brown and Mandy Brown appeared together in 8 movie(s):
1. Two Tickets to Paradise (2006)
2. Hooray for Mr. Touchdown (2004)
3. Chasing Butterflies (2009)
4. How to Grow a Tiger Lily (2019)
5. Spooky Action (2023)
6. Leaving Limbo (2013)
7. Jet Set (2013)
8. Ripped! (2014)"
costar,three-hop,Which movies did Taketoshi Naitô and Nobuo Kawakami act together in?,"Taketoshi Naitô and Nobuo Kawakami appeared together in 2 movie(s):
1. Kore ga saigo da (1958)
2. Hana no sai getsu (1962)"
costar,three-hop,Which movies did P.J. Soles and Charles Fleischer act together in?,"P.J. Soles and Charles Fleischer appeared together in 1 movie(s):
1. Hanukkah (2019)"
costar,three-hop,Which movies did Kamila Magálová and Ctibor Filcík act together in?,"Kamila Magálová and Ctibor Filcík appeared together in 1 movie(s):
1. The Democrats (1980)"
costar,three-hop,Which movies did Irina Akulova and Vadim Lyubshin act together in?,"Irina Akulova and Vadim Lyubshin appeared together in 1 movie(s):
1. Tyomnye allei (1991)"
costar,three-hop,Which movies did Dorothy Dalton and Jessie Arnold act together in?,"Dorothy Dalton and Jessie Arnold appeared together in 2 movie(s):
1. The Dark Mirror (1920)
2. The Idol of the North (1921)"
costar,three-hop,Which movies did Talor Reazin and Mickey Reece act together in?,"Talor Reazin and Mickey Reece appeared together in 1 movie(s):
1. The Awkward Stage (2024)"
director_comparison,aggregation,Who directed more movies in the 2000s: Roberta Grossman or Maria Solrun?,Roberta Grossman directed more movies in the 2000s with 2 films compared to Maria Solrun's 1 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Mimis Kougioumtzis or Jade Bryan?,Mimis Kougioumtzis directed more movies in the 1980s with 2 films compared to Jade Bryan's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Marian Dora or Tatsuyuki Nagai?,Tatsuyuki Nagai directed more movies in the 2010s with 4 films compared to Marian Dora's 3 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Kent Jones or Matz Eklund?,Matz Eklund directed more movies in the 2010s with 4 films compared to Kent Jones's 3 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Narasimha Rao Relangi or Yusuke Iida?,Narasimha Rao Relangi directed more movies in the 2010s with 1 films compared to Yusuke Iida's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Norman Ferguson or Catherine Tambini?,Catherine Tambini directed more movies in the 2000s with 1 films compared to Norman Ferguson's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Fero Fenic or Nalan Kumarasamy?,Nalan Kumarasamy directed more movies in the 2010s with 3 films compared to Fero Fenic's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Richard Hall or Igaal Niddam?,Both Richard Hall and Igaal Niddam directed the same number of films in the 2000s (1 each).
director_comparison,aggregation,Who directed more movies in the 1980s: Hugh Farrow or Tamara Lisitsian?,Tamara Lisitsian directed more movies in the 1980s with 3 films compared to Hugh Farrow's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Corina Van Eijk or Hakim Noury?,Corina Van Eijk directed more movies in the 2010s with 2 films compared to Hakim Noury's 1 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Daniel Yegres or Benamar Bakhti?,Daniel Yegres directed more movies in the 2000s with 1 films compared to Benamar Bakhti's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Vladimir Bortko or Shaun Hart?,Shaun Hart directed more movies in the 2010s with 4 films compared to Vladimir Bortko's 2 films.
director_comparison,aggregation,Who directed more movies in the 1990s: David Safarian or Matthias Keilich?,Matthias Keilich directed more movies in the 1990s with 10 films compared to David Safarian's 1 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Giuliano Montaldo or Fabrizio Taglioni?,Giuliano Montaldo directed more movies in the 2000s with 2 films compared to Fabrizio Taglioni's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: John Lee or Lew Ayres?,John Lee directed more movies in the 2010s with 1 films compared to Lew Ayres's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Bhadran or Ian G. Westley?,Bhadran directed more movies in the 1980s with 6 films compared to Ian G. Westley's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Sonny Mallhi or Robert J. Smawley?,Robert J. Smawley directed more movies in the 1990s with 1 films compared to Sonny Mallhi's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Ada Ushpiz or Sé Merry Doyle?,Sé Merry Doyle directed more movies in the 2010s with 4 films compared to Ada Ushpiz's 1 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Giorgos Lois or Gabriel Ochoa?,Gabriel Ochoa directed more movies in the 2010s with 2 films compared to Giorgos Lois's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Bruno Monsaingeon or Krzysztof Kieslowski?,Bruno Monsaingeon directed more movies in the 2010s with 7 films compared to Krzysztof Kieslowski's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Hark Tsui or Cesar Amigo?,Hark Tsui directed more movies in the 1980s with 9 films compared to Cesar Amigo's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: D.N. Madhok or Mark Baker?,Mark Baker directed more movies in the 2010s with 4 films compared to D.N. Madhok's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Khashayar Mostafavi or Hüseyin Kasif?,Khashayar Mostafavi directed more movies in the 2010s with 3 films compared to Hüseyin Kasif's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Frank Van Passel or Helgi Felixson?,Frank Van Passel directed more movies in the 2010s with 2 films compared to Helgi Felixson's 1 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Antonio Hernández or Davis Doi?,Antonio Hernández directed more movies in the 2000s with 5 films compared to Davis Doi's 2 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Howard Ziehm or Subhash Shah?,Both Howard Ziehm and Subhash Shah directed the same number of films in the 1980s (1 each).
director_comparison,aggregation,Who directed more movies in the 2010s: Andrew Goth or Hassan Tariq?,Andrew Goth directed more movies in the 2010s with 2 films compared to Hassan Tariq's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Monique Rutler or Yves Caumon?,Yves Caumon directed more movies in the 2000s with 2 films compared to Monique Rutler's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Felipe Tomazelli or Hua-Tao Teng?,Hua-Tao Teng directed more movies in the 2010s with 4 films compared to Felipe Tomazelli's 2 films.
director_comparison,aggregation,Who directed more movies in the 2000s: David R. Ellis or Claudio Insegno?,David R. Ellis directed more movies in the 2000s with 5 films compared to Claudio Insegno's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: James Mangold or Iraj Tahmasb?,Both James Mangold and Iraj Tahmasb directed the same number of films in the 2000s (4 each).
director_comparison,aggregation,Who directed more movies in the 2010s: Timothy Welch or Shahid Kazmi?,Shahid Kazmi directed more movies in the 2010s with 4 films compared to Timothy Welch's 3 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Emmanuel Marre or Ku Hye-Sun?,Emmanuel Marre directed more movies in the 2000s with 1 films compared to Ku Hye-Sun's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Marité Ugas or Yin Cheng?,Yin Cheng directed more movies in the 1980s with 1 films compared to Marité Ugas's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Oleg Yeryshev or Lilou Lemaire?,Oleg Yeryshev directed more movies in the 1990s with 2 films compared to Lilou Lemaire's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Björn Kullander or Cecilia Bartolomé?,Björn Kullander directed more movies in the 1990s with 2 films compared to Cecilia Bartolomé's 1 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Michael Klier or Omar Shargawi?,Michael Klier directed more movies in the 1990s with 1 films compared to Omar Shargawi's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Gang Xia or Joze Mont?,Gang Xia directed more movies in the 1990s with 7 films compared to Joze Mont's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Adriana L. Dutra or Pierre Clémenti?,Adriana L. Dutra directed more movies in the 2000s with 1 films compared to Pierre Clémenti's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Geoffrey DeMarsh or Martin Fox?,Geoffrey DeMarsh directed more movies in the 1990s with 2 films compared to Martin Fox's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Srikanth Nahatha or M.S. Raj?,M.S. Raj directed more movies in the 2010s with 2 films compared to Srikanth Nahatha's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Alberto Rojas or Teemu Nikki?,Alberto Rojas directed more movies in the 1980s with 4 films compared to Teemu Nikki's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Ezio Massa or Luis Spota?,Ezio Massa directed more movies in the 2010s with 2 films compared to Luis Spota's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Cliff Roquemore or Thomas Woschitz?,Thomas Woschitz directed more movies in the 2010s with 1 films compared to Cliff Roquemore's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Géza Bereményi or Oskar Roehler?,Oskar Roehler directed more movies in the 2000s with 6 films compared to Géza Bereményi's 1 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Klaus Lemke or Scott Miller?,Klaus Lemke directed more movies in the 1980s with 5 films compared to Scott Miller's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Rozálie Kohoutová or Jorge Queiroga?,Jorge Queiroga directed more movies in the 1990s with 1 films compared to Rozálie Kohoutová's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Adam Hardman or Boris Penth?,Boris Penth directed more movies in the 1990s with 1 films compared to Adam Hardman's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Mario Handler or Katsumune Ishida?,Both Mario Handler and Katsumune Ishida directed the same number of films in the 1980s (1 each).
director_comparison,aggregation,Who directed more movies in the 1990s: Jorge Fons or Kirk Wolfinger?,Jorge Fons directed more movies in the 1990s with 2 films compared to Kirk Wolfinger's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Harold Becker or Henry Koster?,Harold Becker directed more movies in the 1990s with 3 films compared to Henry Koster's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Torsten Striegnitz or Viola Stephan?,Viola Stephan directed more movies in the 1990s with 5 films compared to Torsten Striegnitz's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Michio Koshikawa or Chen Leiyue?,Michio Koshikawa directed more movies in the 2010s with 6 films compared to Chen Leiyue's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Hans-Erich Viet or Raymond Depardon?,Raymond Depardon directed more movies in the 1980s with 8 films compared to Hans-Erich Viet's 0 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Isabel Coixet or Enrique Fernández?,Isabel Coixet directed more movies in the 1980s with 1 films compared to Enrique Fernández's 0 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Jon Freeman or Rafael Montero?,Rafael Montero directed more movies in the 1990s with 8 films compared to Jon Freeman's 3 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Gaëtan Brizzi or Donato Rotunno?,Donato Rotunno directed more movies in the 2010s with 2 films compared to Gaëtan Brizzi's 1 films.
director_comparison,aggregation,Who directed more movies in the 1990s: Damián Acosta Esparza or Adriano Giovannetti?,Damián Acosta Esparza directed more movies in the 1990s with 21 films compared to Adriano Giovannetti's 0 films.
director_comparison,aggregation,Who directed more movies in the 2010s: Okan Ege Ergüven or Michael J. Saul?,Michael J. Saul directed more movies in the 2010s with 3 films compared to Okan Ege Ergüven's 1 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Moon Si-Hyun or Mark Jones?,Mark Jones directed more movies in the 2000s with 5 films compared to Moon Si-Hyun's 1 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Olivier Nakache or Weiheng Zhao?,Olivier Nakache directed more movies in the 2000s with 3 films compared to Weiheng Zhao's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Chander Sharma or Christophe Cotteret?,Chander Sharma directed more movies in the 2000s with 1 films compared to Christophe Cotteret's 0 films.
director_comparison,aggregation,Who directed more movies in the 2000s: Ilan Saragosti or Sandhya Mohan?,Ilan Saragosti directed more movies in the 2000s with 3 films compared to Sandhya Mohan's 1 films.
director_comparison,aggregation,Who directed more movies in the 1980s: Graeme Noble or Nurettin Irisen?,Nurettin Irisen directed more movies in the 1980s with 3 films compared to Graeme Noble's 0 films.
